"name","address","is_in"
"秋山記念生命科学振興財団（公益財団法人）","北海道札幌市中央区宮の森２条１１丁目６−２５",1
"リラックス　ポルトムラタ","北海道札幌市中央区宮の森４条５丁目３−２８",1
"マックスドナ","北海道札幌市中央区宮の森１条１丁目１−１２",1
"クオリティーヘアーピクシー","北海道札幌市中央区宮の森２条６丁目１−１５",1
"上原貢税理士事務所","北海道札幌市中央区宮の森３条９丁目３−７",1
"山の手・カラオケＢＯＸ","北海道札幌市中央区宮の森３条８丁目２−３０",1
"株式会社エム・ビデオ・プランニング","北海道札幌市中央区宮の森４条１２丁目５−６",1
"大倉山月見想珈琲店","北海道札幌市中央区宮の森２条１６丁目３−１１",1
"北海道いすゞ自動車株式会社　札幌支店部品部","北海道札幌市中央区宮の森２条１丁目２−５５",1
"畑幸雄公認会計士事務所","北海道札幌市中央区宮の森１条６丁目５−１",1
"ネッツトヨタ道都株式会社　お客様相談テレフォン","北海道札幌市中央区宮の森４条１丁目３−１",1
"有限会社ハギワラ","北海道札幌市中央区宮の森２条１６丁目１２−２４",1
"ヘアーショップパーツ","北海道札幌市中央区宮の森１条１１丁目２−１０",1
"リード興産株式会社","北海道札幌市中央区宮の森１条９丁目１−３７",1
"株式会社Ｂ‐ＣＯＭＰＡＮＹ’Ｓ","北海道札幌市中央区宮の森４条１３丁目６−３７",1
"菊屋商事株式会社　倉庫","北海道札幌市中央区宮の森４条３丁目２−１３",1
"札幌中央-19","北海道札幌市中央区宮の森3条7-3-22",1
"札幌白洋舍株式会社　宮の森サービス店","北海道札幌市中央区北５条西２８丁目２−２",0
"ふじ井ハイデンス宮の森管理事務所","北海道札幌市中央区北６条西２７丁目１−１５",0
"読売新聞販売店　中央区ＹＣ宮の森","北海道札幌市中央区宮の森２条５丁目２−８",1
"株式会社ヴィーネ（ＶＥＮＥ）","北海道札幌市中央区宮の森２条１１丁目５−１０",1
"北海道ウェルカム情報技術株式会社","北海道札幌市中央区宮の森３条６丁目７−１０",1
"北海道森林管理局職員厚生課","北海道札幌市中央区宮の森３条７丁目７０",1
"山の手・ゴルフィットプラザ","北海道札幌市中央区宮の森３条８丁目２−３０",1
"山の手・ゴルフアカデミー","北海道札幌市中央区宮の森３条８丁目２−３０",1
"北海道札幌西高校","北海道札幌市中央区宮の森４条８丁目１",1
"ヘアーサロンむらかみ","北海道札幌市中央区宮の森３条２丁目４−５",1
"荒島裕雅税理士事務所","北海道札幌市中央区宮の森３条５丁目６−１７",1
"株式会社あすなろサッポロ","北海道札幌市中央区宮の森２条６丁目２−５",1
"佐藤水産株式会社","北海道札幌市中央区宮の森３条１丁目５",1
"佐藤水産株式会社　本社","北海道札幌市中央区宮の森３条１丁目５",1
"ＥＺカンパニー","北海道札幌市中央区宮の森３条８丁目４−３",1
"アンティークギャラリー虎徹","北海道札幌市中央区宮の森３条１０丁目３−３",1
"株式会社オリエンタル","北海道札幌市中央区宮の森２条１０丁目１−６",1
"たらこのリベンジ（合同会社）","北海道札幌市中央区宮の森２条１１丁目１−３５",1
"新野秀行税理士事務所","北海道札幌市中央区宮の森４条１０丁目３−１３",1
"北海道森林管理局販売第一課","北海道札幌市中央区宮の森３条７丁目７０",1
"北海道森林管理局木に関する相談","北海道札幌市中央区宮の森３条７丁目７０",1
"北大学力増進会　札幌西本部","北海道札幌市中央区宮の森１条１丁目１−８",1
"レストランカミエ","北海道札幌市中央区宮の森２条１１丁目２−１",1
"日本ケーブル株式会社","北海道札幌市中央区宮の森４条１丁目３−３５",1
"株式会社筒井不動産鑑定","北海道札幌市中央区宮の森１条１３丁目４−４５",1
"有限会社グループホームさとほろ","北海道札幌市中央区宮の森１条６丁目１−１５",1
"グループホームさとほろ","北海道札幌市中央区宮の森１条６丁目１−１５",1
"札幌中央-15","北海道札幌市中央区宮の森1条14-3-25",1
"札幌中央-9","北海道札幌市中央区宮の森1条11-3-12",1
"西川佳成税理士事務所","北海道札幌市中央区宮の森２条８丁目１−５６",1
"サイクルショップわかさ","北海道札幌市中央区宮の森４条４丁目３−１",1
"わかさ自転車店","北海道札幌市中央区宮の森４条４丁目３−１",1
"株式会社プレイズム","北海道札幌市中央区宮の森２条１５丁目１−１５",1
"有限会社実践会計","北海道札幌市中央区宮の森１条９丁目１−４５",1
"株式会社興和物産","北海道札幌市中央区宮の森４条１１丁目１−１",1
"北海道いすゞ自動車株式会社　本社総務部・開発事業部","北海道札幌市中央区宮の森２条１丁目２−５５",1
"東日本自動車タイヤ株式会社　山の手店","北海道札幌市中央区宮の森３条７丁目１−１２",1
"北海道エネルギー株式会社　琴似ＳＳ","北海道札幌市中央区宮の森２条１丁目１",1
"株式会社ア・ド建築工房","北海道札幌市中央区宮の森２条１５丁目１−２",1
"ＡＫＡＢＯＵ赤帽サイ・デリバリーサービス","北海道札幌市中央区宮の森３条６丁目５−１５",1
"赤帽サイ・デリバリー・サービス","北海道札幌市中央区宮の森３条６丁目５−１５",1
"赤帽サイ・デリバリー・サービス","北海道札幌市中央区宮の森３条６丁目５−１５",1
"すしダイニング・つかさ","北海道札幌市中央区宮の森１条１０丁目３−２４",1
"北海道森林管理局計画課","北海道札幌市中央区宮の森３条７丁目７０",1
"北海道森林管理局計画課","北海道札幌市中央区宮の森３条７丁目７０",1
"うめつ内科糖尿病・内分泌クリニック","北海道札幌市中央区宮の森３条５丁目２−３５",1
"株式会社エスジープランニング","北海道札幌市中央区宮の森２条１１丁目６−３３",1
"カフェ・イドラ","北海道札幌市中央区宮の森２条１６丁目１−２６",1
"石狩森林管理署","北海道札幌市中央区宮の森３条７丁目７０",1
"舗道工業株式会社","北海道札幌市中央区宮の森２条１２丁目２−１１",1
"舗道工業株式会社　車両センター","北海道札幌市中央区宮の森２条１２丁目２−１１",1
"季節料理 都瑠","北海道札幌市中央区宮の森2条16-12-3",1
"株式会社北洋銀行　中央区宮の森支店","北海道札幌市中央区北５条西２７丁目１−７",0
"札幌中央-10","北海道札幌市中央区宮の森4条12-6-21",1
"季節料理 都瑠","北海道札幌市中央区宮の森2条16-12-3",1
"セブン‐イレブン　札幌宮の森１条店","北海道札幌市中央区北４条西２９丁目２",0
"ダイアパレス宮の森第３管理事務所","北海道札幌市西区二十四軒１条７丁目６−３",0
"ロイヤル東日本株式会社ロイヤルホスト　宮の森店","北海道札幌市西区二十四軒１条７丁目１−１３",0
"パーラー太陽宮の森店","北海道札幌市中央区宮の森４条１丁目１−１",1
"暖龍宮の森店","北海道札幌市中央区宮の森２条１１丁目５−２５",1
"宮の森れんげ堂","北海道札幌市中央区宮の森１条１７丁目２−２８",1
"有限会社ガレージ宮の森","北海道札幌市中央区宮の森４条１丁目１−３０",1
"有限会社チェッカーモーターズ・ガレージ宮の森","北海道札幌市中央区宮の森４条１丁目１−３０",1
"宮の森ハイデンス管理人事務所","北海道札幌市中央区宮の森１条４丁目１−２５",1
"アグリフーズ北海道（合同会社）","北海道札幌市中央区宮の森１条１５丁目４−３３",1
"トラットリアデッラアモーレ（ｔｒａｔｔｏｒｉａＤｅｌｌａｍｏｒｅ）","北海道札幌市中央区宮の森１条４丁目１−２１",1
"ココス札幌宮の森店","北海道札幌市中央区宮の森４条１０丁目３−８",1
"ココス 札幌宮の森店","北海道札幌市中央区宮の森四条10-3-8",1
"レストラン・ル・ミュゼ","北海道札幌市中央区宮の森１条１４丁目３−２０",1
"札幌市役所　スポーツ局施設札幌オリンピックミュージアム","北海道札幌市中央区宮の森１２７４",1
"ベビーフェイス・プラネッツ　宮の森店","北海道札幌市中央区北３条西２８丁目１−１",0
"相生坊","北海道札幌市中央区宮の森２条１５丁目７−１５",1
"珈琲堂","北海道札幌市中央区宮の森１条１４丁目３−１３",1
"札幌市役所スポーツ局施設　大倉山ジャンプ競技場","北海道札幌市中央区宮の森１２７４",1
"大倉山ジャンプ競技場総合案内所","北海道札幌市中央区宮の森１２７４",1
"レストランイチロー（ＩＣＨＩＲＯ）","北海道札幌市中央区宮の森３条５丁目６−２３",1
"らむダイニング大倉山","北海道札幌市中央区宮の森１２７４",1
"ラムダイニング大倉山","北海道札幌市中央区宮の森1274 大倉山ジャンプ競技場内 大倉山クリスタルハウス2F",1
